,0,1
0,relu/ act 50 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
1,relu/ act 50 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.17777778208255768
2,relu/ act 50 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.18518517911434174
3,relu/ act 50 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
4,relu/ act 75 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
5,relu/ act 75 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.2370370328426361
6,relu/ act 75 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.18518517911434174
7,relu/ act 75 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8222222328186035
8,relu/ act 100 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8518518805503845
9,relu/ act 100 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.2518518567085266
10,relu/ act 100 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.22962963581085205
11,relu/ act 100 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
12,relu/ act 125 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
13,relu/ act 125 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.22962963581085205
14,relu/ act 125 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.192592591047287
15,relu/ act 125 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8962963223457336
16,relu/ act 150 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
17,relu/ act 150 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.2666666805744171
18,relu/ act 150 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.2222222238779068
19,relu/ act 150 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
20,relu/ act 175 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.800000011920929
21,relu/ act 175 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.28148147463798523
22,relu/ act 175 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.27407407760620117
23,relu/ act 175 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8888888955116272
24,relu/ act 200 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.7777777910232544
25,relu/ act 200 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.31111112236976624
26,relu/ act 200 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.2518518567085266
27,relu/ act 200 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8814814686775208
28,relu/ act 225 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.7629629373550415
29,relu/ act 225 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.22962963581085205
30,relu/ act 225 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.29629629850387573
31,relu/ act 225 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
32,sigmoid/ act 50 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.7851851582527161
33,sigmoid/ act 50 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.7925925850868225
34,sigmoid/ act 50 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.7777777910232544
35,sigmoid/ act 50 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.800000011920929
36,sigmoid/ act 75 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
37,sigmoid/ act 75 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.7925925850868225
38,sigmoid/ act 75 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8074073791503906
39,sigmoid/ act 75 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8074073791503906
40,sigmoid/ act 100 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8074073791503906
41,sigmoid/ act 100 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8222222328186035
42,sigmoid/ act 100 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.7925925850868225
43,sigmoid/ act 100 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8074073791503906
44,sigmoid/ act 125 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8370370268821716
45,sigmoid/ act 125 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8370370268821716
46,sigmoid/ act 125 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
47,sigmoid/ act 125 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8518518805503845
48,sigmoid/ act 150 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8296296000480652
49,sigmoid/ act 150 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8518518805503845
50,sigmoid/ act 150 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
51,sigmoid/ act 150 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8370370268821716
52,sigmoid/ act 175 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8370370268821716
53,sigmoid/ act 175 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8222222328186035
54,sigmoid/ act 175 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8296296000480652
55,sigmoid/ act 175 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8296296000480652
56,sigmoid/ act 200 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
57,sigmoid/ act 200 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8222222328186035
58,sigmoid/ act 200 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
59,sigmoid/ act 200 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
60,sigmoid/ act 225 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
61,sigmoid/ act 225 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
62,sigmoid/ act 225 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
63,sigmoid/ act 225 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
64,tanh/ act 50 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.7851851582527161
65,tanh/ act 50 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.800000011920929
66,tanh/ act 50 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8148148059844971
67,tanh/ act 50 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.7925925850868225
68,tanh/ act 75 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8518518805503845
69,tanh/ act 75 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8296296000480652
70,tanh/ act 75 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8296296000480652
71,tanh/ act 75 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8222222328186035
72,tanh/ act 100 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
73,tanh/ act 100 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
74,tanh/ act 100 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8148148059844971
75,tanh/ act 100 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8296296000480652
76,tanh/ act 125 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8518518805503845
77,tanh/ act 125 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
78,tanh/ act 125 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
79,tanh/ act 125 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
80,tanh/ act 150 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8518518805503845
81,tanh/ act 150 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
82,tanh/ act 150 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
83,tanh/ act 150 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
84,tanh/ act 175 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
85,tanh/ act 175 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8814814686775208
86,tanh/ act 175 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
87,tanh/ act 175 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
88,tanh/ act 200 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8814814686775208
89,tanh/ act 200 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
90,tanh/ act 200 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
91,tanh/ act 200 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
92,tanh/ act 225 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8814814686775208
93,tanh/ act 225 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
94,tanh/ act 225 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
95,tanh/ act 225 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8814814686775208
96,elu/ act 50 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8888888955116272
97,elu/ act 50 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.192592591047287
98,elu/ act 50 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.2518518567085266
99,elu/ act 50 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8444444537162781
100,elu/ act 75 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
101,elu/ act 75 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.2074074000120163
102,elu/ act 75 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.192592591047287
103,elu/ act 75 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
104,elu/ act 100 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.800000011920929
105,elu/ act 100 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.17777778208255768
106,elu/ act 100 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.21481481194496155
107,elu/ act 100 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8814814686775208
108,elu/ act 125 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8592592477798462
109,elu/ act 125 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.2222222238779068
110,elu/ act 125 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.25925925374031067
111,elu/ act 125 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8888888955116272
112,elu/ act 150 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8370370268821716
113,elu/ act 150 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.13333334028720856
114,elu/ act 150 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.2888889014720917
115,elu/ act 150 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8962963223457336
116,elu/ act 175 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8740741014480591
117,elu/ act 175 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.20000000298023224
118,elu/ act 175 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.2222222238779068
119,elu/ act 175 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8666666746139526
120,elu/ act 200 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8074073791503906
121,elu/ act 200 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.17777778208255768
122,elu/ act 200 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.2666666805744171
