,0,1
0,relu/ act 50 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.9624999761581421
1,relu/ act 50 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.637499988079071
2,relu/ act 50 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.5625
3,relu/ act 50 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.9624999761581421
4,relu/ act 75 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,1.0
5,relu/ act 75 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.550000011920929
6,relu/ act 75 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.512499988079071
7,relu/ act 75 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.9375
8,relu/ act 100 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.9750000238418579
9,relu/ act 100 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.637499988079071
10,relu/ act 100 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.6875
11,relu/ act 100 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.9375
12,relu/ act 125 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.9624999761581421
13,relu/ act 125 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.6499999761581421
14,relu/ act 125 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.6000000238418579
15,relu/ act 125 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.9624999761581421
16,relu/ act 150 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.9375
17,relu/ act 150 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.675000011920929
18,relu/ act 150 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.5
19,relu/ act 150 neurons/ no reg/ sparse_categorical_crossentropy losses ,1.0
20,relu/ act 175 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,1.0
21,relu/ act 175 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.699999988079071
22,relu/ act 175 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.612500011920929
23,relu/ act 175 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.987500011920929
24,relu/ act 200 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.887499988079071
25,relu/ act 200 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.4749999940395355
26,relu/ act 200 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.7124999761581421
27,relu/ act 200 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.987500011920929
28,relu/ act 225 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,1.0
29,relu/ act 225 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.6625000238418579
30,relu/ act 225 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.5249999761581421
31,relu/ act 225 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.987500011920929
32,sigmoid/ act 50 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.800000011920929
33,sigmoid/ act 50 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.862500011920929
34,sigmoid/ act 50 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.6875
35,sigmoid/ act 50 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.8374999761581421
36,sigmoid/ act 75 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.824999988079071
37,sigmoid/ act 75 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.824999988079071
38,sigmoid/ act 75 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.887499988079071
39,sigmoid/ act 75 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.9375
40,sigmoid/ act 100 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8999999761581421
41,sigmoid/ act 100 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.9125000238418579
42,sigmoid/ act 100 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8374999761581421
43,sigmoid/ act 100 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.887499988079071
44,sigmoid/ act 125 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.887499988079071
45,sigmoid/ act 125 neurons/ l2 reg/ sparse_categorical_crossentropy losses ,0.887499988079071
46,sigmoid/ act 125 neurons/ l1_l2 reg/ sparse_categorical_crossentropy losses ,0.8999999761581421
47,sigmoid/ act 125 neurons/ no reg/ sparse_categorical_crossentropy losses ,0.9750000238418579
48,sigmoid/ act 150 neurons/ l1 reg/ sparse_categorical_crossentropy losses ,0.8999999761581421
